uid,title,synopsis,genre,aired,episodes,members,popularity,ranked,score,img_url,link
6686,Chinetsu Karte: The Devilish Cherry,"Chinetsu Karte is a tale about a young man who seduces the very beautiful nurse assigned to his room while he's in the hospital. He soon has her coming back again and again until she becomes his sex slave. In time, he makes a move on other nurses and even on one of the female doctors in the hospital until they, too, come under his spell. 
 
(Source: AniDB)",['Hentai'],"Jun 26, 2009 to Jul 31, 2009",2.0,4220,6148,,6.75,https://cdn.myanimelist.net/images/anime/1129/103899.jpg,https://myanimelist.net/anime/6686/Chinetsu_Karte__The_Devilish_Cherry
39068,Ano Danchi no Tsuma-tachi wa... The Animation,,['Hentai'],"May 26, 2019 to Oct 25, 2019",2.0,1786,8216,,6.74,https://cdn.myanimelist.net/images/anime/1590/103722.jpg,https://myanimelist.net/anime/39068/Ano_Danchi_no_Tsuma-tachi_wa_The_Animation
24851,Madonna: Kanjuku Body Collection,"Huge breasts are justice! Mature women are my fantasy! 
 
Why make them so erotic? 
Scattering their pheromones as they walk. 
""Do as you please"" is their catchphrase. 
 
My body won't be able to last any longer if this continues everyday. 
If that's the case I'll better move out of this apartment and start living the life of a proper student. 
And the day I made up my mind on this, a new manager for the apartment arrived. 
 
(Source: Getchu)","['Harem', 'Hentai']","Aug 1, 2014",1.0,3687,6511,,6.66,https://cdn.myanimelist.net/images/anime/1830/104259.jpg,https://myanimelist.net/anime/24851/Madonna__Kanjuku_Body_Collection
31518,Honoo no Haramase Motto! Hatsuiku! Karada Sokutei 2,"Kazama is a lewd, stupid but a good young man who loves fighting. 
He is suddenly entrusted with the public health doctor, on behalf of the original fighting girls school, St. Versus Institute. 
Weapons, physical fitness, it's only 1 school that specializes in such fighting, and development management has also been a school regulations. 
In other words, he must perform a sexual harassment based on ''body measurements'', in the name of the school rules. 
St. Versus a institute that is miraculously running through many childhood friends. 
We want to control the school to stand on top of the fighting world in body measurement. 
If whether ''resistance'', like conquered the fighting community and school. 
Swinging a page of boobs idol photo book, which has just been watching. 
To back the setting sun coming through the curtain, Finally vowed to firmly resolve to hot meat stick of groin!! 
 
But the question is.. will it actually work? 
 
(Source: VNDB)","['Harem', 'Hentai', 'School']","Nov 27, 2015",1.0,4154,6197,,6.66,https://cdn.myanimelist.net/images/anime/11/75972.jpg,https://myanimelist.net/anime/31518/Honoo_no_Haramase_Motto_Hatsuiku_Karada_Sokutei_2
33514,Nama Lo Re: Furachimono The Animation,An adaptation of the one-shot  Furachimono  by Akazawa Red.,['Hentai'],"Aug 5, 2016",1.0,3872,6390,,6.66,https://cdn.myanimelist.net/images/anime/5/81416.jpg,https://myanimelist.net/anime/33514/Nama_Lo_Re__Furachimono_The_Animation
9761,Finder Series,"Twenty-three-year old Takaba Akihito is a young freelance photographer who takes pride in his work and seeks to get a major ""scoop."" After he takes photographs of the business dealings of crime lord Asami Ryuichi, Asami kidnaps and rapes him, beginning a sadomasochistic relationship between them as they find themselves continually drawn to one another. Fei Long, a rival Chinese boss who blames Asami for his father's death, takes an interest in Takaba, as well, seeking a way to get revenge. 
 
(Source: Wikipedia)","['Action', 'Drama', 'Yaoi']","Feb 29, 2012 to Aug 28, 2015",2.0,14015,3776,,6.66,https://cdn.myanimelist.net/images/anime/2/36823.jpg,https://myanimelist.net/anime/9761/Finder_Series
37699,Daisuki na Mama,,['Hentai'],"Aug 3, 2018 to Sep 7, 2018",2.0,4212,6194,,6.66,https://cdn.myanimelist.net/images/anime/1559/103768.jpg,https://myanimelist.net/anime/37699/Daisuki_na_Mama
36895,"Nee, ...Shiyo♥",,['Hentai'],"Feb 2, 2018 to Apr 6, 2018",2.0,3919,6374,,6.59,https://cdn.myanimelist.net/images/anime/1541/90393.jpg,https://myanimelist.net/anime/36895/Nee_Shiyo%E2%99%A5
4027,Makai Tenshi Djibril: Episode 2,"Otonashi Meimi is walking alone in an empty park when the demon Rococo suddenly appears. Rococo users her Eternal Arm attack on Meimi in order to separate the power of Misty Mei from within her body. 
 
Meanwhile, at Naoto's house, Hikaru, Naoto's stepsister who was studying abroad, returns home. She starts going to the same school as Naoto, and it worries Rika, Naoto's lover, a little. 
 
""I love you the most in the world."" With these words, Naoto makes love with Rika in the school nurse's office. However, Misty Mei appears and spirits Rika away. Then, the angel Luvril appears saying that Naoto has no choice but to have sex with Hikari so that a new Djibril can be born to save Rika. 
 
(Source: AnimeNFO)","['Hentai', 'Magic', 'Super Power']","May 25, 2007 to Jan 25, 2009",4.0,4851,5821,,6.59,https://cdn.myanimelist.net/images/anime/9/41517.jpg,https://myanimelist.net/anime/4027/Makai_Tenshi_Djibril__Episode_2
32267,Kowaremono: Risa The Animation,"Risa runs away from her home, and her uncle's house is the only place she can go to. The uncle has been lonely for a long time, and can't help but notice how much his niece has developed...  
 
Based on the erotic manga by Yoshiron.  
 
(Source: AniDB)",['Hentai'],"Jan 1, 2016",1.0,5240,5657,,6.59,https://cdn.myanimelist.net/images/anime/1368/104163.jpg,https://myanimelist.net/anime/32267/Kowaremono__Risa_The_Animation
1042,Bronze: Zetsuai Since 1989,"Famous rockstar Kouji Nanjou has fallen in love with Izumi Takuto, a soccer player with dreams of seeing ""real"" soccer in Italy. In angsty boy-love fashion, the story consists of Kouji stopping at nothing to have Izumi stay with him, Izumi dealing with his feelings until the time comes where he has no choice but to decide, and all the other things the two must face and the problems from Kouji's family. 
 
(Source: ANN)","['Drama', 'Music', 'Romance', 'Sports', 'Yaoi']","Dec 4, 1996",1.0,8614,4614,,6.55,https://cdn.myanimelist.net/images/anime/5/73227.jpg,https://myanimelist.net/anime/1042/Bronze__Zetsuai_Since_1989
29915,Junai Maniac,"Based on the adult manga by Sayu Ayuma. 
 
Keita has been serving Himeko for a very long time, as a childhood friend and as a servant. On the evening before her birthday though, she confesses to having a fiancé, and asks his opinion on it. It turns out she meant a promise he forgot, but he finds a way to make up for it. Yamato finally confessed to his long time crush Nadeshiko, and she said yes! But now that they've been dating, he's scared of defiling her with his lewd thoughts and desires. When she offers him to stay the night after a study session, she makes sure to let him know that she's not as innocent as she appears. 
 
(Source: H-Moe)",['Hentai'],"Apr 17, 2015 to Jul 17, 2015",2.0,3407,6718,,6.52,https://cdn.myanimelist.net/images/anime/1463/104300.jpg,https://myanimelist.net/anime/29915/Junai_Maniac
2896,Houkago: Nureta Seifuku,"Shibui Ryuji is a teacher of a girl school whose students are born in well-off families. All students hate him because of his figure and perverted nature. However, he happens to know the weakness of Tenkawa Ayumi, so he raped her. Tasting blood, he begins to rape his students, one after another taking advantages of their weakness. 
 
(Source: AnimeNfo)",['Hentai'],"Jan 25, 2005 to Sep 25, 2005",3.0,7418,4897,,6.52,https://cdn.myanimelist.net/images/anime/5/18985.jpg,https://myanimelist.net/anime/2896/Houkago__Nureta_Seifuku
33993,300 En no Otsukiai Anime Edition,Third year Manami is treated to sweets in exchange for favors. These favors become increasingly sexual day by day.,['Hentai'],"Sep 2, 2016",1.0,4884,5825,,6.44,https://cdn.myanimelist.net/images/anime/1009/103788.jpg,https://myanimelist.net/anime/33993/300_En_no_Otsukiai_Anime_Edition
2955,Hana no Joshi Announcer: Newscaster Etsuko,"Etsuko Yamanobe is the most popular newscaster at Tokyo Flower Television thanks to her blatant disregard for morals and ethics. To beat her competitors, this crafty woman will resort to even the shadiest, most questionable methods. She has eyes only for fame and fortune, with everything—and everyone—else being secondary. 
 
During a slow week, Etsuko catches wind of an ongoing hostage situation: Marude Damesuke has recently been fired and is seeking revenge by taking out his anger on his former boss' daughter, Mayumi Wakabayashi. Etsuko hurries to the scene, but is upset to discover that the situation between Damesuke and the police has reached a standstill. With both sides too afraid to take action, Etsuko creates her own scenario—even if it means using her body and the lives of others. 
 
[Written by MAL Rewrite]",['Hentai'],"Jun 25, 2004 to Sep 24, 2004",2.0,7145,4972,,6.52,https://cdn.myanimelist.net/images/anime/1483/103986.jpg,https://myanimelist.net/anime/2955/Hana_no_Joshi_Announcer__Newscaster_Etsuko
35592,Zton Jingai Animation: A Beautiful Greed Nulu Nulu,Based on the doujin manga by Z-ton.,['Hentai'],"May 6, 2017",1.0,3967,6319,,6.45,https://cdn.myanimelist.net/images/anime/4/87913.jpg,https://myanimelist.net/anime/35592/Zton_Jingai_Animation__A_Beautiful_Greed_Nulu_Nulu
38798,Tsuma ga Kirei ni Natta Wake,,['Hentai'],"Apr 5, 2019 to May 31, 2019",2.0,2097,7897,,6.45,https://cdn.myanimelist.net/images/anime/1279/97101.jpg,https://myanimelist.net/anime/38798/Tsuma_ga_Kirei_ni_Natta_Wake
27909,Otome Hime,"Satoru-kun is a boy with a strange ability to sense how people around him are feeling, but even he wasn't expecting the love confession of the cutest girl in the class. And when it comes to sex with her, his knack for feeling others' thoughts takes their relationship to the next level! 
 
(Source: H-Moe) 
 
",['Hentai'],"Nov 28, 2014",1.0,3044,6993,,6.45,https://cdn.myanimelist.net/images/anime/4/67645.jpg,https://myanimelist.net/anime/27909/Otome_Hime
7712,Kansen 2: Inzai Toshi,"Kansen 2 (like the first episode) takes place during the initial outbreak of the Unknown virus epidemic, but the protagonists here have a much harder lot because they are stuck in the middle of a contaminated city immediately after its destruction by a mysterious cataclysm. 
 
Stalked by hordes of infected maniacs, Hiroshi Ookura and his friends seek safety inside a mostly intact shopping mall, but madness and death are everywhere... 
 
(Source: VNDB)",['Hentai'],"Feb 26, 2010 to Jun 25, 2010",2.0,4222,6145,,6.45,https://cdn.myanimelist.net/images/anime/2/24908.jpg,https://myanimelist.net/anime/7712/Kansen_2__Inzai_Toshi
7266,Binkan Athlete,"Shigeru is a university student. He likes to play sports and works at a sports gym part-time. One day, Ayako, a massager, suddenly tells him, ""You've got golden fingers! You must have a special talent for massaging! ""He is taken to a massage room and ordered to give Asaka, a famous beach volleyball player, a massage. He doesn't know what to do, but he gives her a massage. However, she suddenly goes out of the room angrily. He has no idea what's wrong with him, but Ayako says, ""Why don't you get her to reach orgasm?"" and she gives him erotic massage lessons. Like this, his life as a massager begins...",['Hentai'],"Dec 18, 2009",1.0,5468,5538,,6.45,https://cdn.myanimelist.net/images/anime/11/17214.jpg,https://myanimelist.net/anime/7266/Binkan_Athlete
4057,Inyouchuu Shoku: Ryoushokutou Taimaroku,"The demon hunters are back! Mikoto, Sui, and Takeru are sent to investigate a mysterious island where people have been disappearing repeatedly and dark yoma are rumored to be the cause. When the team first arrives it almost feels like a vacation to them, but it doesn't take them long to the feel the presence of something dark and evil...","['Hentai', 'Demons', 'Fantasy']","Apr 25, 2008 to Aug 25, 2008",2.0,4723,5884,,6.45,https://cdn.myanimelist.net/images/anime/1441/104065.jpg,https://myanimelist.net/anime/4057/Inyouchuu_Shoku__Ryoushokutou_Taimaroku
32195,Junjou Shoujo Et Cetera Specials,Bonus short episodes,['Hentai'],"Aug 2, 2013 to Oct 4, 2013",2.0,986,9548,,6.39,,https://myanimelist.net/anime/32195/Junjou_Shoujo_Et_Cetera_Specials
2943,Inbaku Gakuen,"Keisuke Shimizu, upset over the problems in his household, becomes a delinquent and sees women as only sexual tools. His class representative, Orie Yuki, wants to change his beliefs. To show him the power of true love, Orie agrees to be his sex slave for three months. Orie has no idea what her decision will have on her future, especially since Keisuke's attention is away from his former lover. 
 
(Source: ANN)","['Hentai', 'School']","Jun 25, 2002 to May 27, 2003",3.0,3919,6341,,6.39,https://cdn.myanimelist.net/images/anime/1964/93748.jpg,https://myanimelist.net/anime/2943/Inbaku_Gakuen
3048,In no Houteishiki,"Sayako is a new nurse at this certain school. She is what you call a diva: nice pretty face, slender body with the perfect curves and last but not least, very well-formed bust. But there is more to her than meets the eye. 
 
(Source: AniDB)","['Hentai', 'School']","Mar 25, 2004 to Nov 25, 2004",2.0,3870,6367,,6.39,https://cdn.myanimelist.net/images/anime/3/78888.jpg,https://myanimelist.net/anime/3048/In_no_Houteishiki
3239,Cream Lemon,"A collection of short stories, ranging from soap opera (the Ami series) to fantasy (Rall series) to horror (Cream Lemon Dark) to parody (Pop Chaser). It does deal with a lot of heavy perversions ranging from S&M, male rape (by a bunch of females, that is), bondage, torture, yuri (lesbian love) and incest. 
 
(Source: AniDB)","['Parody', 'Fantasy', 'Comedy', 'Romance', 'Hentai', 'Drama', 'Sci-Fi', 'Yuri']","Aug 10, 1984 to Mar 19, 1993",38.0,5062,5726,,6.39,https://cdn.myanimelist.net/images/anime/10/24804.jpg,https://myanimelist.net/anime/3239/Cream_Lemon
9009,Otome Juurin Yuugi: Maiden Infringement Play,"Kurata Ibuki and Miyauchi Akira are two very attractive virgin girls. Happily thinking they just won a prize at a summer resort for week, turns out to be a trick from some upper-class students at their school. The mastermind behind this whole ""abduction"" now have a whole week to train them to sex slaves. Will he successfully turn them to the dark side or will they struggle to the end and prevail?",['Hentai'],"Aug 27, 2010 to Nov 26, 2010",2.0,4073,6240,,6.39,https://cdn.myanimelist.net/images/anime/10/26288.jpg,https://myanimelist.net/anime/9009/Otome_Juurin_Yuugi__Maiden_Infringement_Play
9778,Toriko Hime: Hakudaku Mamire no Reijou,"Based on the erotic game ""Toriko Hime - Hakudaku Mamire no Reijō"" by Guilty. 
 
Minase Shizuru is the daughter of a rich politician. This being so, she attends a prestigious academy together with friends of a similar status. However, her life is turned upside down when she gets kidnapped by members of Tsuruma Consulting, including her own classmate, the young master Tsuruma who is the son of the company's owner. They force Minase and her friends from the academy to be sex slaves for test subjects in their research facility. Together and with determination, Minase and her friends try to devise a way out of this small slice of hell. 
 
(Sources: ANN, AniDB)",['Hentai'],"Jan 28, 2011 to Mar 25, 2011",2.0,4443,6040,,6.4,https://cdn.myanimelist.net/images/anime/11/27072.jpg,https://myanimelist.net/anime/9778/Toriko_Hime__Hakudaku_Mamire_no_Reijou
1781,Hi.Me.Go.To,"Takashi has a loving girlfriend, but when it comes time to do the dirty deed, he finds himself unable to perform. On a train ride following this incident, Takashi discovers his teacher, Misaki, getting touched by a subway groper. Strangely though, instead of getting upset, Misaki seems to be enjoying it. And much to his own surprise, Takashi does too. 
 
Thus begins Takashi’s journey as a pupil to his teacher in a most carnal sense when they meet on the train every morning. As he explores his desires with his teacher, Takashi becomes a more confident lover. But will his new knowledge help Takashi become closer to his beloved girlfriend? Or scare her away?",['Hentai'],"Dec 29, 2001",1.0,3586,6560,,6.32,https://cdn.myanimelist.net/images/anime/9/10493.jpg,https://myanimelist.net/anime/1781/HiMeGoTo
3427,Oni-Tensei,"There is an ancient legend that says if a tattoo is drawn to perfection, it will come to life. Reiko Kure is a female detective with a strange massacre on her hands. Some kind of huge animal savagely murdered thirteen members of the mafia, and only the quiet Ema Nozomi was left at the scene. Ema is taken into protective custody. However, every man left with her is killed, and every woman left with her is raped. There are no clues, except the innocent Ema's strange tattoo, perfectly depicting a demon. 
 
(Source: ANN) ","['Hentai', 'Horror', 'Supernatural']","Mar 25, 2000 to Sep 25, 2000",4.0,2135,7794,,6.25,https://cdn.myanimelist.net/images/anime/10/61985.jpg,https://myanimelist.net/anime/3427/Oni-Tensei
2357,Kojin Taxi,"A cabbie got his kicks by blackmailing, raping, and storing women in his ""collection"" back in his old town. Now he is in a new town with new women. He wants to have sex with them. He picks each girl up many times and follows them around. They do not seem to notice it's the same cabbie until it's to late, until he gets all his sources and starts to blackmail them. In his new town his first fare was Satsuki, a member of the archery club. He goes on from there to get twins, a swimmer, a cheer leader, and more.  
",['Hentai'],"May 25, 2002 to Sep 25, 2004",5.0,4083,6232,,6.25,https://cdn.myanimelist.net/images/anime/2/22143.jpg,https://myanimelist.net/anime/2357/Kojin_Taxi
8290,Inmu Gakuen: Inmu ni Torawareta Bijin Shimai,"Shinji is a high school student. He loves Mayuri, his classmate. One day, a sick-room teacher, Ryoko, gives him a pendant. It seems people can have a good dream if they sleep with it. On that night, he goes to bed, holding the pendant... A while later, when he wakes up, he finds himself being in Mayuri's room. Mayuri is asleep in the bed... He gets sexually excited and has sex with her...! However, nothing is changed on the next day... He is relieved and randomly has sex with other girls... What's the secret of the pendant? What will happen to him in the end...? 
 
(Source: ErogeShop)",['Hentai'],"Apr 30, 2010",1.0,2581,7344,,6.19,https://cdn.myanimelist.net/images/anime/1118/104061.jpg,https://myanimelist.net/anime/8290/Inmu_Gakuen__Inmu_ni_Torawareta_Bijin_Shimai
2430,Gekka Bijin,"The mistress of a boarding house entertains her new tenant in exciting fashion. Full of naughty games, submission and outrageous sex scenes. 
 
(Source: AniDB)",['Hentai'],"Apr 26, 2002 to Jul 26, 2002",2.0,2262,7650,,6.18,https://cdn.myanimelist.net/images/anime/4/6609.jpg,https://myanimelist.net/anime/2430/Gekka_Bijin
651,Green Green Thirteen: Erolutions,"With the integration only a half a year away the school prepares for the last segrigated semester and the girls are back. Midori plays the matchmaker, from the future, and visits Yuuske and Futaba in their dreams encouraging them in their relationship which finally comes to a conclusion. 
 
(Source: ANN)","['Comedy', 'Romance', 'Hentai']","May 28, 2004",1.0,21437,3077,,6.19,https://cdn.myanimelist.net/images/anime/7/3470.jpg,https://myanimelist.net/anime/651/Green_Green_Thirteen__Erolutions
38036,Hasan de Ageru,,['Hentai'],"Aug 28, 2018 to Oct 26, 2018",2.0,1600,8491,,6.19,https://cdn.myanimelist.net/images/anime/1733/103763.jpg,https://myanimelist.net/anime/38036/Hasan_de_Ageru
34659,Otokonoko ♂ Delivery,Shuuji finds out his classmate takes on a job as a crossdresser and gets interested in joining him.,"['Hentai', 'Yaoi']","Dec 31, 2016",1.0,5540,5536,,6.12,https://cdn.myanimelist.net/images/anime/10/83613.jpg,https://myanimelist.net/anime/34659/Otokonoko_%E2%99%82_Delivery
10429,Otoko no Ko Ojousama,Otoko no Ko Ojou-sama tells the story of a servant boy named Hikaru and his mistress Ayana. Ayana's favorite hobby is dressing the cute and girlish Hikaru in female clothes and video taping him as they engage in acts of pleasure.,['Hentai'],"Mar 11, 2011",1.0,2783,7172,,6.12,https://cdn.myanimelist.net/images/anime/1189/103756.jpg,https://myanimelist.net/anime/10429/Otoko_no_Ko_Ojousama
2794,Kussetsu,"* Based on a game by Candy House 
 
The best friend of a high school boy decides to destroy the perfect world around his friend by taking his stepmother, stepsisters, and female friends from him. Deceit, lust, and revenge are preformed by all parties before it all crashes down. 
 
(Source: fakku)",['Hentai'],"Feb 22, 2002 to Jul 26, 2002",3.0,967,9587,,6.04,https://cdn.myanimelist.net/images/anime/7/3781.jpg,https://myanimelist.net/anime/2794/Kussetsu
3728,True Blue,"Kanzaki Aoi is a popular high school idol who has a love relationship with her childhood friend and next door neighbor, Kurusu Akito. They are always together, even going to school in the morning together. She admires him and respects him also, and still remembers the time he saved her when they were younger. All of their dreams to stay together come crashing down, however, when Aoi is forced to participate in daily obscenities with the physical education teacher, Shoda. With each day, she comes to realize that she enjoys it more and more. Even after powerless Akito discovers the truth, Aoi shows him just how much she wants Shoda instead. ",['Hentai'],"Feb 25, 2005 to Mar 25, 2005",2.0,4439,6037,,6.05,https://cdn.myanimelist.net/images/anime/13/25216.jpg,https://myanimelist.net/anime/3728/True_Blue
22081,Cosplay Rakuen,,['Hentai'],"Jan 1, 2014",1.0,3000,7019,,6.04,https://cdn.myanimelist.net/images/anime/1779/103905.jpg,https://myanimelist.net/anime/22081/Cosplay_Rakuen
3911,Shuukaku no Yoru,"There is a bridge that divides the town, separating violence from non-violence, immorality from morality, sexually abusive lifestyles from ordinary lifestyles. There is no order beyond that bridge. 
 
(Source: AniDB)",['Hentai'],"May 25, 2002 to Nov 25, 2002",2.0,2271,7637,,6.05,https://cdn.myanimelist.net/images/anime/13/78927.jpg,https://myanimelist.net/anime/3911/Shuukaku_no_Yoru
35891,Implicity,"In the future, where sex is no longer age-restricted, a young married couple lose their wedding ring - which gets picked up by a teen prostitute and her boyfriend in the slums. She wants to sell it and use that money to start fresh but, as it turns out, that won't be as straightforward.",['Hentai'],"Sep 22, 2017 to Nov 24, 2017",2.0,2747,7216,,6.04,https://cdn.myanimelist.net/images/anime/4/88772.jpg,https://myanimelist.net/anime/35891/Implicity
1390,Parade Parade,"Meet Kaori Shiina. She's beautiful. She's talented. She's a pop idol. However, she has a secret, one which would destroy her career if it were ever revealed...","['Hentai', 'Music', 'Yuri']","Apr 26, 1996 to Jul 26, 1996",2.0,2289,7619,,6.05,https://cdn.myanimelist.net/images/anime/5/41639.jpg,https://myanimelist.net/anime/1390/Parade_Parade
3378,Leatherman,"Stuffing an old bag full of contents from a safe, Cruz hops on his motorcycle and faces an uncertain future. 
 
(Source: AniDB)",['Hentai'],"Nov 18, 2001 to Oct 18, 2002",5.0,1342,8888,,5.93,https://cdn.myanimelist.net/images/anime/12/5497.jpg,https://myanimelist.net/anime/3378/Leatherman
4730,Inyoku Tokkyuu Zetsurinou,"The Oraga Stone is the source of energy to activate cyborgs, through combination of the train, to fight for evil or good. The only way to supply the energy to the stone is through sexual stimulation of women to orgasm. The M-77 Express was stolen by a professor who had betrayed the good guys to do his evil desires. The only way to stop him... ... the Sex Desire Express Zetsurinou (Source: ANN)  
",['Hentai'],"Aug 31, 2007",1.0,3538,6603,,5.93,https://cdn.myanimelist.net/images/anime/11/9115.jpg,https://myanimelist.net/anime/4730/Inyoku_Tokkyuu_Zetsurinou
3422,Donburi Kazoku,"Yukiko is a young wife who is feeling lonely and unsatisfied. Her husband Koichi won’t satisfy her needs, and in fact they sleep on separate beds. To add to her frustration Yukiko finds some pictures on her husband’s cell phone – pictures of an unknown naked woman; also one night she sees her two children – who are not related by blood – together in bed. 
 
Yukiko spends her time at home trying to satisfy her needs on her own. Until one day the father of her husband comes to visit and sees her in compromising situation. That’s when things in her family start to change…  
 
(Source: AniDB)",['Hentai'],"Jun 9, 2006 to Oct 10, 2006",2.0,3671,6509,,5.93,https://cdn.myanimelist.net/images/anime/4/41647.jpg,https://myanimelist.net/anime/3422/Donburi_Kazoku
3250,Daishikkin Helena,"Theodora and Helena are daughters of the royal family of Burgundia, a country known for its courage. Regardless, and unfortunately, the country of Melven invades and succeeds in conquering Burgundia. Theodora and Helena are captured by Melven soldiers who are known to rape female Burgund captives.  When Theodora, who thought only herself at first, hears that her sister had also been captured, she initially wants to commit suicide.  As time goes on however, she decides to devote herself to the men's desires in order to help her sister.",['Hentai'],"Aug 12, 2005 to Nov 11, 2005",2.0,3611,6546,,5.93,https://cdn.myanimelist.net/images/anime/10/10159.jpg,https://myanimelist.net/anime/3250/Daishikkin_Helena
28169,Buta no Gotoki Sanzoku ni Torawarete Shojo wo Ubawareru Kyonyuu Himekishi & Onna Senshi,Based on the erotic game by Erectlip.,['Hentai'],"Jan 30, 2015",1.0,3998,6306,,5.93,https://cdn.myanimelist.net/images/anime/1748/103894.jpg,https://myanimelist.net/anime/28169/Buta_no_Gotoki_Sanzoku_ni_Torawarete_Shojo_wo_Ubawareru_Kyonyuu_Himekishi___Onna_Senshi
1353,The Urotsuki,"An immortal beast-man of supernatural lusts, Amano Jaku escapes prison to gratify his appetites at Meishin College. But the campus is not just a hotbed of luscious coeds – it’s the breeding ground of a hideous monster! The Ultra God is Amano Jaku’s nemesis, a vile killing machine, and the ancient harbinger of the coming apocalypse. Now, immortals will clash in a battle that will bathe the Earth in innocent blood! 
 
(Source: AniDB)","['Adventure', 'Fantasy', 'Hentai', 'Demons', 'Horror']","May 3, 2002 to Nov 15, 2002",3.0,2630,7304,,5.76,https://cdn.myanimelist.net/images/anime/1630/94582.jpg,https://myanimelist.net/anime/1353/The_Urotsuki
5565,Spiral Over,Based on the manga by Saitani Umetarou.,['Hentai'],"Oct 18, 1999",1.0,781,10017,,5.76,https://cdn.myanimelist.net/images/anime/11/11515.jpg,https://myanimelist.net/anime/5565/Spiral_Over
2956,Shin-ban Megami Tantei Vinus File,"Karen and Rio, members of the Goddess Investigation Agency take it upon themselves to expose the underground organization of rapists and sex traffickers responsible for the murder of Rio's younger sister Aya. With the help of their young apprentice detective Masafumi, the pair follow the trail of trademark narcotics used by the organization, battling not only those they set out to apprehend, but their own demons in the process.",['Hentai'],"Feb 27, 2004 to Aug 27, 2004",2.0,1213,9128,,5.76,https://cdn.myanimelist.net/images/anime/3/4247.jpg,https://myanimelist.net/anime/2956/Shin-ban_Megami_Tantei_Vinus_File
5614,Shikkaku Ishi,"Dr. Shinji Ishida is a doctor working at a hospital on the brink of ruin. People have heard that this doctor has brought many hospitals back from financial ruin, however his methods are what you might say ""unorthodox"". After his sessions the patients can't seem to get enough of being treated by him which naturally causes the hospital to be full of money again.  
 
(Source: AniDB) ",['Hentai'],"Jan 25, 2003 to Mar 25, 2003",2.0,754,10092,,5.76,https://cdn.myanimelist.net/images/anime/10/11585.jpg,https://myanimelist.net/anime/5614/Shikkaku_Ishi
3922,Reiju Gakuen,"When the new instructor arrives, her lesson plan is filled with debased acts and sinful examinations. And the only way to get some extra credit is to volunteer for some hands-on learning!","['School', 'Hentai']","Sep 27, 2002 to Dec 27, 2002",2.0,1842,8134,,5.76,https://cdn.myanimelist.net/images/anime/10/31555.jpg,https://myanimelist.net/anime/3922/Reiju_Gakuen
2439,Hooligan,"Five girls. One guy. Seven Holy Dildos. It all started when our hero, Yukito, was trying to score with his favorite blond bombshell, Olga. Things were just heating up when one of her science experiments exploded, and it screwed up all of time and space. Now, only one thing can save the world: the Seven Holy Dildos! 
 
Now it's up to Yukito to find and collect each of Seven Holy Dildos from the beautiful maidens who posses them! To win these seven sabers, Yukito must face off against their lusty owners in a sensual skirmish, where sex is the name of the game, and the winner is the one who can keep going the longest! He'll be battling it out with the lovely shrine sisters Yuka and Yuki... the foxy ninja Victoria... the sweet and spicy Hiromi... so many women, so little time! It's a tough job, but it`s up to Yukito to get his freak on and save the universe!  
 
(Source: AniDB)",['Hentai'],"Oct 9, 2001 to Feb 8, 2002",2.0,2002,7946,,5.76,https://cdn.myanimelist.net/images/anime/12/5933.jpg,https://myanimelist.net/anime/2439/Hooligan
4824,Isourou Tengoku,Based on the manga by Aranaga Hikaru (あらなが輝) ,['Hentai'],"Dec 18, 1996 to Nov 25, 1997",2.0,607,10571,,5.76,https://cdn.myanimelist.net/images/anime/1529/104070.jpg,https://myanimelist.net/anime/4824/Isourou_Tengoku
2380,Tokubetsu Jugyou 2,"The College of Sacred Maidens is bubbling over with sexy young ladies perfectly suited for Tomoya's lusts. So, when he crosses paths with a new student professor for the college, he's not about to let his chance pass by - he wastes no time drugging the guy, and taking his place. Now this dangerous sex fiend is surrounded by beautiful, buxom women... and he's already got a lot of ""assignments"" planned for them. 
 
The innocent cheerleader Yumi... the fiery swim girl Seira... even Asuka, the ravishing actress. One by one, he'll collect them all as his pets, eager sex slaves who'll fill his every burning desire. But the girls won't take it lying down, so to speak. What will it take for Tomoya to twist his way into the deepest parts of their hearts, minds, and luscious, energetic bodies?",['Hentai'],"Jun 13, 2003 to Oct 10, 2003",2.0,1842,8133,,5.77,https://cdn.myanimelist.net/images/anime/4/25314.jpg,https://myanimelist.net/anime/2380/Tokubetsu_Jugyou_2
19523,Fuurinkanzan,Based on an adult game by Lune.,['Hentai'],"Aug 30, 2013",1.0,2301,7617,,5.76,https://cdn.myanimelist.net/images/anime/1493/103962.jpg,https://myanimelist.net/anime/19523/Fuurinkanzan
2788,Stratosphera no Yousei,"In the near future, the world as we know it has been spoiled by our negligence. From the stratosphere come five beautiful nymphs in the shape of angels, bearing the fragrance of forbidden fruit. It appears their desire is to bring pleasure to the devastated human race. A young programmer working late spots one of the beautiful girls on his balcony, peeping on a couple across the way. Once she departs he is surprised to find the scent of fruit lingering in the air. He knows he must pursue her, what he is yet to discover is that she's not of this Earth!  
 
(Source: AniDB)","['Drama', 'Hentai', 'Romance', 'Sci-Fi']","Nov 21, 2002 to Dec 26, 2002",3.0,2317,7595,,5.77,https://cdn.myanimelist.net/images/anime/10/81175.jpg,https://myanimelist.net/anime/2788/Stratosphera_no_Yousei
